caption_order,sentence,best_frame_idx,best_timestamp_pct,best_score,is_event,clip_dir
2,"The road is a multi-lane highway with clear lane markings, including a white dashed line dividing the lanes and a solid white line marking the edge of the road.",9,90.0,0.0387,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/04
3,"The surrounding area is lined with modern buildings and some trees, indicating an urban environment.",9,90.0,0.3825,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/04
4,"Various vehicles, including sedans, SUVs, and a large white truck, are present in the adjacent lanes, with some vehicles changing lanes or stopping.",6,63.3,0.1842,True,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/04
5,"The traffic appears to be moderately congested, with cars moving slowly due to the rain.",8,81.1,0.1949,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/04
6,"The sky is overcast, suggesting a rainy day, and the overall visibility is somewhat reduced by the rain and the wet road surface.",8,81.1,0.1299,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/04
7,"The ego-vehicle maintains a steady pace, following the flow of traffic as it progresses down the road.",4,45.6,0.034,False,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/04
0,"The video captures a front-view ego-vehicle driving through a busy urban intersection on a wet, rainy day.",1,18.9,0.5879,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
1,"The road is a three-lane road with a yellow dividing line in the center, and the road surface appears slick from the rain.",1,18.9,0.3832,True,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
2,"The intersection is surrounded by modern buildings, including high-rise structures with glass facades, and lower commercial buildings with signage.",6,63.3,0.1047,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
3,"A crosswalk with white stripes is visible in the center of the road, and traffic lights are present at the intersection.",6,63.3,0.6046,True,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
4,"The ego-vehicle is moving forward, and its motion is observed as it navigates through the traffic.",5,54.4,0.2356,True,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
5,"Several vehicles, including cars, a white van, a blue bus, and a red delivery truck, are seen moving in the opposite direction or on adjacent lanes.",9,90.0,0.3659,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
6,"The sky is overcast, and the overall visibility is somewhat reduced due to the rain.",1,18.9,0.1031,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
7,"The camera is positioned from the perspective of the ego-vehicle, and the view is partially obscured by raindrops on the windshield.",1,18.9,0.0185,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01
0,"The ego-vehicle is moving straight along a two-lane city street on a clear, sunny day.",9,90.0,0.5582,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
1,"The road is paved and well-maintained, with a yellow dividing line running down the center.",5,54.4,0.9888,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
2,"The left lane is marked with a solid white line, while the right lane has a dashed white line.",8,81.1,0.8575,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
3,"The road is flanked by lush green trees and vegetation on both sides, with a few buildings and utility poles visible in the distance.",9,90.0,0.9905,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
4,"A motorcycle is seen in the right lane, traveling in the same direction as the ego-vehicle.",3,36.7,0.9038,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
5,"A white car is visible ahead, and the road is mostly clear of traffic, with only a few vehicles present.",9,90.0,0.8135,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
6,"The sky is bright blue with scattered white clouds, and the sunlight casts shadows of the trees and road markings.",9,90.0,0.9979,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
7,"The ego-vehicle is maintaining a steady speed and is positioned in the center of the road, moving forward through the scene.",1,18.9,0.038,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01
0,"The ego-vehicle is moving straight through a multi-lane highway intersection on a sunny day, with clear road conditions and visible lane markings.",1,18.9,0.0266,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/03
1,"The road is lined with modern buildings and commercial establishments, including a Subway restaurant and a K-pop store, indicating a bustling urban environment.",4,45.6,0.7122,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/03
2,"As the vehicle progresses, it approaches a crosswalk and a traffic light, which is currently green, allowing it to continue forward.",6,63.3,0.1254,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/03
3,"The surrounding traffic is moderate, with several cars and a yellow taxi passing by in the adjacent lanes.",0,10.0,0.9582,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/03
4,"The road is well-maintained with clear white and yellow markings, and the sky is bright and clear, suggesting good visibility.",4,45.6,0.9329,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/03
5,"The video captures the smooth flow of traffic and the urban landscape, emphasizing the dynamic nature of city life.",0,10.0,0.9213,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/03
0,The video captures a front-view ego-vehicle driving through a busy urban intersection on a wet day.,6,63.3,0.9323,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
1,"The road is a three-lane road with a yellow dividing line, and the asphalt appears slick from the rain.",1,18.9,0.2642,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
2,"The surrounding area is filled with modern buildings and lower residential structures, with traffic lights visible overhead.",7,72.2,0.1986,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
3,"The weather is rainy, as evidenced by the water droplets on the camera lens and the wet road surface.",1,18.9,0.4799,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
4,"The ego-vehicle is in the middle of the intersection, and it is moving forward at a steady pace.",6,63.3,0.1658,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
5,"The traffic flow is active, with cars, a white sedan, a black SUV, a white taxi, and a motorcycle passing by on the right side of the road.",6,63.3,0.4613,True,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
6,"The road has white crosswalk markings, and the intersection is surrounded by various signs and streetlights.",7,72.2,0.0222,True,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
7,"The scene is illuminated by natural daylight, and the overall atmosphere is one of a typical city day with moderate traffic.",2,27.8,0.3489,False,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02
0,"The ego-vehicle is moving straight on a two-lane road, which is lined with lush green trees and a few buildings on the right side.",5,54.4,0.72,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/04
1,"The road is clear and well-maintained, with visible lane markings and a crosswalk in the middle.",8,81.1,0.925,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/04
2,"As the vehicle approaches the intersection, it passes a white car on the left and a white truck on the right, both of which are moving in the opposite direction.",8,81.1,0.8463,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/04
3,"The intersection features a traffic light and a blue sign indicating the direction to ""Gyeonggi-do."" The sky is bright and sunny, casting shadows from the trees and buildings, and the overall scene is calm and orderly.",5,54.4,0.8021,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/04
0,"A front-view ego-vehicle is driving along a multi-lane city street during the daytime, with clear and sunny weather.",9,90.0,0.8834,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02
1,"The road is a wide, multi-lane highway with white lane markings and a yellow dividing line on the right side.",2,27.8,0.9279,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02
2,"The vehicle is moving forward and turns right at an intersection, passing through a crosswalk with a white arrow indicating the direction of travel.",5,54.4,0.9639,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02
3,"The surrounding area features modern buildings, including high-rise apartments and commercial structures, with trees and greenery lining the road.",1,18.9,0.9782,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02
4,"Traffic flows smoothly, with several cars, including a white van and a black SUV, moving in the same direction.",5,54.4,0.6882,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02
5,"A red bus and a motorcycle are visible in the distance, and a blue traffic sign indicating a speed limit of 50 km/h is present.",2,27.8,0.0354,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02
6,"The road appears well-maintained with no visible debris or damage, and the overall scene is bright and clear.",9,90.0,0.6129,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02
0,"The ego-vehicle is moving straight on a three-lane road, with clear lane markings and a designated speed limit of 50 km/h.",0,10.0,0.4571,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
1,"The road is surrounded by tall buildings and trees, and the sky is overcast with a hint of sunlight.",0,10.0,0.9613,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
2,"The vehicle is traveling in the middle lane, with cars on the left and right lanes.",9,90.0,0.914,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
3,"A blue bus is visible on the right side of the road, moving in the same direction as the ego-vehicle.",2,27.8,0.9055,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
4,"The road is clear and well-maintained, with no visible obstructions or accidents.",5,54.4,0.5248,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
5,"The camera is positioned at the front of the vehicle, providing a forward-facing view of the road ahead.",3,36.7,0.7238,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
6,"The vehicle's motion is steady and consistent throughout the 10-second clip, with no abrupt changes in speed or direction.",3,36.7,0.3107,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
7,"The surrounding traffic is moderate, with a few cars and buses passing by.",8,81.1,0.8621,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
8,"The road conditions are clear, and the weather appears to be sunny, with the sky being bright and clear.",5,54.4,0.3876,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_3/02
0,"The ego-vehicle is driving through a busy urban intersection during the daytime, with clear road conditions and a multi-lane highway setup.",7,72.2,0.5877,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/03
1,"The scene is filled with various vehicles, including a white sedan in the direct path of the ego-vehicle, a silver sedan with a taxi sign on the roof, and a blue truck with a wooden box on its bed.",6,63.3,0.2976,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/03
2,"Other vehicles, such as a green bus and a white SUV, are also present, contributing to the traffic flow.",6,63.3,0.9006,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/03
3,"The road is marked with white lane lines and crosswalks, and the surrounding buildings feature modern architecture with large digital billboards.",2,27.8,0.6411,True,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/03
4,"The sky is overcast, indicating rainy weather, and the vehicles are navigating through the intersection with moderate speed.",9,90.0,0.4112,True,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/03
5,"The ego-vehicle maintains a steady forward motion, moving straight through the intersection.",7,72.2,0.1817,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/03
0,"The ego-vehicle is moving straight along a clear, three-lane city street during the daytime under sunny conditions.",4,45.6,0.9476,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/04
1,"The road is lined with lush green trees on both sides, providing shade and a pleasant urban atmosphere.",1,18.9,0.9756,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/04
2,"The road is well-maintained with visible lane markings, including a solid yellow line in the center and white arrows indicating traffic flow.",5,54.4,0.874,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/04
3,"On the left side, there are parked cars and a few commercial buildings, while on the right, there are taller residential buildings.",7,72.2,0.3467,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/04
4,"A yellow bus is seen approaching from the left, and a few other vehicles, including a white sedan and a black SUV, are visible in the distance.",9,90.0,0.961,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/04
5,"The road is relatively empty, with minimal traffic, and the camera maintains a steady forward motion, capturing the smooth flow of vehicles and the surrounding urban environment.",7,72.2,0.9275,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/04
0,"The ego-vehicle is driving on a multi-lane highway during the daytime, with the road surface appearing wet from recent rain, indicated by the visible water droplets on the windshield.",1,18.9,0.9955,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02
1,"The vehicle is moving forward through a traffic flow that includes several other cars, some of which are approaching an intersection.",7,72.2,0.5753,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02
2,"The road is lined with trees on both sides, and a white dashed line is visible on the road, marking the lane boundaries.",5,54.4,0.3845,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02
3,"The traffic light ahead is green, allowing the vehicle to proceed.",6,63.3,0.2459,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02
4,"The vehicle maintains a steady position in its lane as it navigates the highway, with the surrounding traffic flowing smoothly.",5,54.4,0.0984,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02
5,"The road condition is clearly wet, and the visibility is slightly reduced due to the rain, though the overall scene remains clear enough to identify road markings and other vehicles.",5,54.4,0.6472,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02
0,"The ego-vehicle is driving straight along a three-lane city street during the daytime, with clear and sunny weather.",3,36.7,0.8184,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
1,"The road is lined with tall buildings on both sides, and the lanes are marked with white lines and a yellow dividing line on the right.",5,54.4,0.9903,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
2,"The vehicle is in the middle lane, with a white sedan ahead and a black SUV on the left.",0,10.0,0.857,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
3,"A blue bus is visible on the left side of the road, and a yellow and black taxi is approaching from the left.",4,45.6,0.8049,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
4,"The road is busy with traffic, and the camera moves forward, capturing the traffic flow and the surrounding urban environment.",3,36.7,0.9068,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
5,"A green sign with the word ""T"" is visible on the right side of the road, and a white wall with a green map is on the right side of the road.",0,10.0,0.8614,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
6,"The road is clear and well-maintained, with no visible obstacles or debris.",6,63.3,0.3912,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
7,"The ego-vehicle is moving steadily, and the traffic flow is smooth.",5,54.4,0.3704,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/01
0,"The ego-vehicle is driving on a wet, three-lane city street during the daytime, with the road surface reflecting the overcast sky.",3,36.7,0.7524,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
1,"Raindrops are visible on the windshield, indicating ongoing rainfall.",2,27.8,0.8713,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
2,"The vehicle is moving straight ahead, maintaining a consistent speed as it navigates through the traffic.",3,36.7,0.1807,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
3,"On the left side of the road, a large concrete overpass structure is visible, while the right side is lined with lush green trees and vegetation.",0,10.0,0.6759,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
4,"Several vehicles are present on the road, including a black SUV in the adjacent lane, a white van approaching from the right, and a small white pickup truck further ahead.",8,81.1,0.9744,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
5,"The road has clear lane markings, and the visibility is slightly reduced due to the rain.",8,81.1,0.6992,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
6,"The surrounding environment appears to be a typical urban area with streetlights and signs, though specific details are not clearly visible.",6,63.3,0.0114,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
7,The overall scene suggests a routine commute during adverse weather conditions.,5,54.4,0.2222,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03
0,"The ego-vehicle is moving straight along a clear, three-lane city street under a sunny sky with scattered clouds.",5,54.4,0.9971,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
1,"The road is well-maintained with white lane markings, including arrows indicating traffic flow and a double yellow line separating the lanes.",6,63.3,0.8663,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
2,"On the right side of the road, there are various buildings with commercial signage, including a prominent sign for a ""Hwabusa"" restaurant and other shops.",1,18.9,0.3813,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
3,"Several cars are visible in the adjacent lanes, including a black sedan, a white sedan, and a silver sedan.",5,54.4,0.9572,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
4,"A large white truck passes on the left side of the road, and a small white van is parked on the right.",7,72.2,0.8269,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
5,"The traffic flow appears moderate, with vehicles moving in the same direction.",4,45.6,0.5152,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
6,"The surrounding environment includes trees, power lines, and streetlights, indicating a typical urban setting.",9,90.0,0.1747,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
7,"The visibility is excellent due to the bright sunlight, and the road surface appears dry and clear.",8,81.1,0.207,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/04
0,"The ego-vehicle is moving straight on a three-lane city street during the daytime, with clear weather and bright sunlight.",9,90.0,0.6506,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/02
1,"The road is lined with lush green trees on both sides, and the road surface appears smooth and well-maintained.",9,90.0,0.8279,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/02
2,"The vehicle is in the rightmost lane, traveling alongside other cars, including a white sedan and a black sedan ahead.",2,27.8,0.9712,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/02
3,"The road has a solid yellow line on the right side, separating the lanes, and a metal fence runs along the right edge of the road.",0,10.0,0.9922,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/02
4,"Traffic is moderate, with several vehicles moving in the same direction.",0,10.0,0.6695,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/02
5,"A blue overhead sign is visible ahead, indicating directions to ""대전선서로"" and ""한국농협,"" with a distance of 900 meters.",8,81.1,0.3572,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/02
6,"The video captures the vehicle's steady forward motion, with the surrounding traffic and environment remaining consistent throughout the 10-second duration.",9,90.0,0.874,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/02
0,"The ego-vehicle is moving straight along a two-lane road under a clear, sunny sky with a vibrant blue sky and scattered white clouds.",3,36.7,0.9962,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03
1,"The road is well-maintained with a solid yellow line on the left and a white line on the right, separating the lanes.",0,10.0,0.9524,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03
2,"On the left side of the road, there is a metal guardrail and a fence, while the right side features a concrete wall and some trees.",6,63.3,0.9961,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03
3,"The road is flanked by lush green trees and bushes, and overhead power lines are visible.",0,10.0,0.9474,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03
4,"A black car is seen ahead in the distance, and the road leads into a tunnel.",9,90.0,0.9949,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03
5,"As the vehicle approaches the tunnel, the lighting becomes dimmer, and the road appears to be straight and clear.",9,90.0,0.9977,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03
6,"The vehicle continues to move forward, passing under the tunnel and emerging into bright daylight.",9,90.0,0.9938,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03
0,"The ego-vehicle is moving straight through a multi-lane highway intersection on a clear, sunny day.",1,18.9,0.0106,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03
1,"The road is marked with white arrows indicating the direction of travel, and a blue line is painted on the right side of the road, guiding the flow of traffic.",3,36.7,0.9792,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03
2,"The vehicle is traveling in the rightmost lane, with other cars and a bus on the left side of the road.",8,81.1,0.9863,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03
3,"A red bus is seen approaching from the left, and a sign with the number 107 is visible on a building in the background.",8,81.1,0.0181,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03
4,"The road is lined with trees and buildings, and the sky is bright with some clouds.",1,18.9,0.9167,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03
5,"The traffic flow is steady, with vehicles maintaining a consistent speed.",3,36.7,0.4433,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03
0,"The ego-vehicle is driving straight on a two-lane city street under a bright, sunny sky with scattered clouds.",5,54.4,0.9974,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/02
1,"The road is clear and well-maintained, with white lane markings and a yellow dividing line separating the two lanes.",5,54.4,0.9796,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/02
2,"The vehicle is moving forward, passing a large black truck on the left side of the road and a covered truck on the right.",8,81.1,0.9922,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/02
3,"The road is lined with trees and utility poles, and there are several signs and traffic signals visible in the distance.",3,36.7,0.6924,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/02
4,"The vehicle is approaching an intersection where a few cars are waiting to turn, and the road ahead is clear with no visible obstacles.",3,36.7,0.9318,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/02
5,"The overall scene is bright and sunny, with good visibility of the road and surrounding environment.",8,81.1,0.3723,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/02
0,"The ego-vehicle is moving straight along a two-lane road during the daytime, with clear and well-maintained asphalt.",8,81.1,0.3004,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
1,The road is bordered by yellow dividing lines and a median strip with greenery and small trees.,5,54.4,0.9952,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
2,"On the left side of the road, there are several buildings, including modern high-rise apartments and lower residential structures.",2,27.8,0.8817,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
3,"On the right, there are more trees and a few smaller buildings.",6,63.3,0.778,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
4,"A white van is visible in the left lane ahead, and the traffic is relatively light with only a few vehicles in the distance.",0,10.0,0.0258,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
5,"The sky is overcast with a light gray hue, suggesting it is a cloudy day, but the lighting is still bright enough to see clearly.",1,18.9,0.3355,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
6,The road appears to be a city street with no visible tunnels or signs of congestion.,5,54.4,0.6994,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
7,"The ego-vehicle is moving steadily forward, and the overall scene is calm and orderly.",6,63.3,0.2406,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01
0,"The ego-vehicle is driving on a three-lane overpass road, moving straight ahead through a cityscape during the daytime.",4,45.6,0.6791,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/04
1,"The road surface is wet, reflecting the overcast sky, and the traffic is moderately dense with vehicles traveling in both directions.",0,10.0,0.3643,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/04
2,"The lanes are clearly marked with white lines, and the road is flanked by buildings of varying heights, including modern skyscrapers and residential structures.",3,36.7,0.9922,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/04
3,"On the right side of the road, a motorcycle is visible in the adjacent lane, while a white sedan and a silver SUV pass by on the left.",4,45.6,0.9812,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/04
4,"The surrounding environment features streetlights and trees, with a few signs visible in the distance.",5,54.4,0.0143,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/04
5,"The camera captures the vehicle's steady forward motion, maintaining a consistent perspective throughout the 10-second clip.",5,54.4,0.5782,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/04
0,"The video captures a front-view of an ego-vehicle driving through a bustling city street, with the vehicle positioned in the center of a multi-lane highway.",2,27.8,0.8213,True,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/04
1,"The road is wet, indicating recent rainfall, and the surroundings are lined with modern high-rise buildings.",0,10.0,0.5731,False,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/04
2,"The road is densely populated with vehicles, including a white sedan directly ahead, a green and blue bus marked with the number 2413, and several other cars, all moving slowly.",9,90.0,0.9986,False,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/04
3,"The traffic appears to be congested, with vehicles closely packed together, and the road is divided into multiple lanes.",5,54.4,0.39,False,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/04
4,"The sky is overcast, suggesting a cloudy day, and the overall scene is illuminated by natural daylight.",9,90.0,0.1286,False,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/04
5,"The ego-vehicle remains stationary throughout the video, as it is stopped in traffic, and the surrounding traffic continues to move slowly, with no visible signs of congestion or major disruptions.",6,63.3,0.4212,True,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/04
0,"The ego-vehicle is driving straight through a three-lane underpass, with the road surface appearing clear and well-maintained.",7,72.2,0.7763,True,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/02
